# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_sequence_feature	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
TMPRSS2	ENSG00000184012	ENST00000469395	retained_intron	0	0	0	8	0	0	0	0	6	0	0	0	2	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000488556	retained_intron	0	0	0	8	0	0	0	0	0	0	4	0	4	0	0	0	0	0
TPTE	ENSG00000274391	ENST00000427445	protein_coding	2	0	0	20	0	0	0	0	0	2	20	0	0	0	0	0	0	0
TPTE	ENSG00000274391	ENST00000612746	protein_coding	2	0	0	20	0	0	0	0	0	2	20	0	0	0	0	0	0	0
TPTE	ENSG00000274391	ENST00000612957	protein_coding	0	0	0	20	0	0	0	0	10	0	10	0	0	0	0	0	0	0
TPTE	ENSG00000274391	ENST00000618007	protein_coding	2	0	0	20	0	0	0	0	0	2	20	0	0	0	0	0	0	0
TPTE	ENSG00000274391	ENST00000622113	protein_coding	2	0	0	20	0	0	0	0	0	2	20	0	0	0	0	0	0	0
TSPEAR	ENSG00000175894	ENST00000323084	protein_coding	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0	0
TSPEAR	ENSG00000175894	ENST00000397916	protein_coding	0	0	0	6	0	2	0	0	0	0	2	0	0	0	0	0	0	2
TSPEAR	ENSG00000175894	ENST00000613245	protein_coding	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0	0
TSPEAR	ENSG00000175894	ENST00000614657	protein_coding	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000354749	protein_coding	0	0	0	12	0	0	0	0	0	0	12	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000355666	protein_coding	0	0	0	12	0	0	0	0	0	0	12	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000399010	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000399017	protein_coding	0	0	0	12	0	0	0	0	0	0	12	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000418766	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000428693	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000438055	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000450533	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000460328	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TTC3	ENSG00000182670	ENST00000463216	processed_transcript	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000472398	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000476784	retained_intron	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000479930	processed_transcript	0	0	0	12	0	0	0	0	0	0	12	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000481605	processed_transcript	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000484047	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000485402	processed_transcript	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000488522	processed_transcript	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	4
TTC3	ENSG00000182670	ENST00000491952	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TTC3	ENSG00000182670	ENST00000492275	processed_transcript	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000494243	processed_transcript	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000540756	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
TTC3-AS1	ENSG00000228677	ENST00000424733	antisense	0	0	0	8	0	0	0	0	2	0	4	0	0	0	0	0	0	2
U2AF1	ENSG00000160201	ENST00000291552	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
U2AF1	ENSG00000160201	ENST00000380276	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
U2AF1	ENSG00000160201	ENST00000398137	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
U2AF1	ENSG00000160201	ENST00000459639	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
U2AF1	ENSG00000160201	ENST00000463599	retained_intron	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
U2AF1	ENSG00000160201	ENST00000464750	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
U2AF1	ENSG00000160201	ENST00000471250	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
U2AF1	ENSG00000160201	ENST00000475639	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
U2AF1	ENSG00000160201	ENST00000478282	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
U2AF1	ENSG00000160201	ENST00000486519	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
U2AF1	ENSG00000160201	ENST00000496462	retained_intron	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
UMODL1	ENSG00000177398	ENST00000400421	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
UMODL1	ENSG00000177398	ENST00000400424	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
UMODL1	ENSG00000177398	ENST00000400427	protein_coding	0	0	2	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0
UMODL1	ENSG00000177398	ENST00000408910	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
UMODL1	ENSG00000177398	ENST00000408989	protein_coding	0	0	2	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0
UMODL1	ENSG00000177398	ENST00000466434	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
UMODL1	ENSG00000177398	ENST00000468982	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
UMODL1	ENSG00000177398	ENST00000475047	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
UMODL1	ENSG00000177398	ENST00000485357	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
UMODL1	ENSG00000177398	ENST00000491559	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
UMODL1	ENSG00000177398	ENST00000497243	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
UMODL1-AS1	ENSG00000184385	ENST00000329015	sense_overlapping	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	2
USP16	ENSG00000156256	ENST00000334352	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0
USP16	ENSG00000156256	ENST00000399973	protein_coding	0	0	0	6	0	0	0	0	2	0	4	0	0	0	0	0	0	0
USP16	ENSG00000156256	ENST00000399975	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0
USP16	ENSG00000156256	ENST00000399976	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0
USP16	ENSG00000156256	ENST00000474835	retained_intron	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0
USP25	ENSG00000155313	ENST00000285679	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0
USP25	ENSG00000155313	ENST00000285681	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0
USP25	ENSG00000155313	ENST00000351097	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0
USP25	ENSG00000155313	ENST00000400183	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0
USP25	ENSG00000155313	ENST00000449491	protein_coding	0	0	0	8	0	0	0	0	2	0	6	0	0	0	0	0	0	0
USP25	ENSG00000155313	ENST00000478932	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
bP-2171C21.4	ENSG00000279414	ENST00000623182	processed_pseudogene	0	0	0	4	0	0	0	0	2	0	0	0	2	0	0	0	0	0
